conceptType,conceptUri,preferredLabel,status,altLabels,description,broaderConceptUri,broaderConceptPT
Occupation,http://data.europa.eu/esco/occupation/9a7e780a-b778-4a5a-b4eb-309d394d313d,universitair docent letterkunde,released,universitair docent literatuur | universiteitslector letterkunde | universiteitslector literatuur | universitair docente literatuur | universitair docente letterkunde,"Docenten, docenten en docenten die les geven aan studenten die een diploma hoger middelbaar onderwijs hebben behaald op hun gespecialiseerde studiegebied, literatuur, die overwegend academisch van aard is, zijn docenten en docenten die docenten en docenten die een diploma hoger middelbaar onderwijs hebben behaald. Zij werken samen met hun universitaire onderzoeksassistenten en universitaire onderwijsassistenten bij het voorbereiden van lezingen en examens, bij het sorteren en testen van examens en bij het leiden van evaluaties en feedbacksessies voor de studenten. Zij voeren ook academisch onderzoek uit op hun respectieve vakliteratuur, publiceren hun bevindingen en onderhouden contacten met andere universiteitsmedewerkers.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,docent hoger onderwijs
Occupation,http://data.europa.eu/esco/occupation/9b889f07-c39c-464d-b9d9-b2daa650f9ac,medisch specialist,released,,"Specialisten die gespecialiseerd zijn in de preventie, de diagnose en de behandeling van ziekten, afhankelijk van hun medisch of chirurgisch specialisme.",http://data.europa.eu/esco/isco/C2212,Medisch specialisten
Occupation,http://data.europa.eu/esco/occupation/a36c14e6-ed96-467d-8390-6f9cf47ac350,docent geschiedenis hoger onderwijs,released,lector geschiedenis | docente geschiedenis hoger onderwijs,"Docenten, docenten en docenten die les geven aan studenten die een diploma hoger middelbaar onderwijs hebben behaald op hun gespecialiseerde studiegebied, geschiedenis, die overwegend academisch van aard is. Zij werken samen met hun universitaire onderzoeksassistenten en universitaire onderwijsassistenten voor het voorbereiden van lezingen en examens, voor het sorteren van papiersoorten en examens en voor het leiden van de controle en het geven van feedback over de studenten. Zij voeren ook academisch onderzoek uit in hun respectieve geschiedenis, publiceren hun bevindingen en onderhouden contacten met andere universiteitsmedewerkers.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,docent hoger onderwijs
Occupation,http://data.europa.eu/esco/occupation/a63733fa-f7ff-4733-8961-1ec4eeaab00b,museoloog,released,museummedewerker | museummedewerkster,"Museologen verrichten en/of beheren het curatorwerk en het voorbereidende en administratieve werk in algemene musea, botanische tuinen, kunstgalerijen, collecties schone kunsten, aquaria of soortgelijke gebieden. Zij beheren de collecties van natuurlijk, historisch en antropologisch materiaal met een educatief, wetenschappelijk of esthetisch doel.
	",http://data.europa.eu/esco/isco/C2621,Archivarissen en conservatoren
Occupation,http://data.europa.eu/esco/occupation/a7a74a05-3dd0-46c6-99af-92df8042520c,microbioloog,released,bacterioloog | biotechnoloog | biotechnologe | parasitoloog | parasitologe | bacteriologe | microbiologe | viroloog | histoloog | microbiologisch analist | routineanalist microbiologie | virologe | histologisch analist | wetenschappelijk onderzoeker microbiologie | helminthologe | research analist microbiologie | parasitologisch analist | wetenschappelijk onderzoekster microbiologie | helmintholoog | medisch-microbiologisch ingenieur | histologe,"Microbiologen bestuderen en onderzoeken de levensvormen, kenmerken en processen van microscopische organismen. Zij bestuderen micro-organismen zoals bacteriën, protozoën, schimmels enz. om de effecten die deze micro-organismen kunnen hebben bij dieren, in het milieu, in de levensmiddelenindustrie of in de gezondheidszorgsector te diagnosticeren en tegen te gaan.
	",http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,bioloog
Occupation,http://data.europa.eu/esco/occupation/a9c7a04d-807a-41b5-b441-87c73c73c9c5,taalkundige,released,linguïst | filoloog | filologe | linguïste,"Taalkundigen bestuderen talen op wetenschappelijke wijze. Zij beheersen talen en kunnen de grammaticale, semantische en fonetische kenmerken ervan interpreteren. Zij onderzoeken de evolutie van taal en de manier waarop ze door samenlevingen wordt gebruikt.",http://data.europa.eu/esco/isco/C2643,"Vertalers, tolken en andere taalkundigen"
Occupation,http://data.europa.eu/esco/occupation/ab360abd-32e2-4e03-967d-a10758efffa7,mechatronisch ingenieur,released,"ingenieur-mechatronicus in de industrie | ingenieur-mechatronicus | projectingenieur mechatronica, robotica, regeltechniek | ingenieur mechatronica | mechatronicus | mechatronica-ingenieur","Mechatronisch ingenieurs ontwerpen en ontwikkelen intelligente systemen, zoals robots, slimme apparaten voor thuisgebruik en vliegtuigen, door technologieën te combineren uit de mechanische, elektronische, computer- en besturingstechniek. Zij creëren blauwdrukken of ontwerpdocumenten voor onderdelen, assemblages of afgewerkte producten met behulp van softwareprogramma’s, en zien ook toe op en beheren projecten.",http://data.europa.eu/esco/occupation/579254cf-6d69-4889-9000-9c79dc568644,werktuigbouwkundig ingenieur
Occupation,http://data.europa.eu/esco/occupation/ab3c4d3e-3189-47ad-82af-57cdae3cb589,optisch ingenieur,released,"ingenieur optische microscopie | onderzoeksingenieur optische vezelsensoren | ingenieur optische vezel- en kabeltechnologie | technisch ingenieur optische microscopie | onderzoeker licht, optica en spectrometrie | burgerlijk ingenieur optica | onderzoekster licht, optica en spectrometrie | ingenieur optica","Optische ingenieurs ontwerpen en ontwikkelen verschillende industriële toepassingen met optica. Zij hebben kennis van licht, lichttransmissiebeginselen en optische instrumenten om technische hulpmiddelen te ontwerpen zoals microscopen, lenzen, telescopen en andere optische apparaten.",http://data.europa.eu/esco/isco/C2149,"Ingenieurs, niet elders geclassificeerd"
Occupation,http://data.europa.eu/esco/occupation/ac8b3cd1-a127-4e6a-8208-5cfcf7111955,statisticus,released,statistisch employé | statistisch medewerkster | statistisch analist | wetenschappelijk onderzoekster statistiek | medewerkster statistische studies | biostatisticus | wetenschappelijk onderzoeker statistiek | statistisch medewerker | medewerkster economische en statistische studies | medewerker economische en statistische studies | ingenieur-statisticus | medewerker statistische studies,"Statistici verzamelen, tabelleren en analyseren kwantitatieve informatie die uit een gevarieerde reeks velden afkomstig is. Zij interpreteren en analyseren statistische studies op gebieden als gezondheid, demografie, financiën, zaken enz. en adviseren op basis van patronen en getrokken analyses.",http://data.europa.eu/esco/isco/C2120,"Wiskundigen, actuarissen en statistici"
Occupation,http://data.europa.eu/esco/occupation/acf69cab-8629-45c8-ae10-c8fb15f474b6,antropoloog,released,antropologe,"Antropologen onderzoeken alle aspecten van het leven die betrekking hebben op mensen. Zij bestuderen de verschillende beschavingen die in de loop van de tijd hebben bestaan en hun manieren van organiseren. Zij proberen de fysieke, maatschappelijke, taalkundige, politieke, economische, filosofische en culturele aspecten van verschillende mensen te analyseren. Het doel van hun studies is het begrijpen en beschrijven van het verleden van de mensheid en het oplossen van actuele maatschappelijke problemen. Zij verkennen verschillende perspectieven zoals de filosofische antropologie.",http://data.europa.eu/esco/isco/C2632,"Sociologen, antropologen e.d."
Occupation,http://data.europa.eu/esco/occupation/ae2c1bf4-669e-4fec-a7d7-698753699083,docent wijsbegeerte hoger onderwijs,released,lector wijsbegeerte | lector filosofie | docente filosofie hoger onderwijs | docente wijsbegeerte hoger onderwijs | docent filosofie hoger onderwijs,"Docenten, docenten en docenten die een diploma hoger secundair onderwijs hebben behaald in hun eigen gespecialiseerde studiegebied, filosofie, die overwegend academisch van aard is, vallen onder de filosofie van de filosofie. Zij werken samen met hun universitaire onderzoeksassistenten en universitaire onderwijsassistenten voor het voorbereiden van lezingen en examens, voor het sorteren van papiersoorten en examens en voor het leiden van de controle en het geven van feedback over de studenten. Zij voeren ook wetenschappelijk onderzoek uit in hun respectieve filosofie, publiceren hun bevindingen en onderhouden contacten met andere universiteitsmedewerkers.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,docent hoger onderwijs
Occupation,http://data.europa.eu/esco/occupation/ae8b19cc-8c6e-4a16-ada2-c15f97ded133,ingenieur optomechanica,released,,"Optomechanica-ingenieurs ontwerpen en ontwikkelen optomechanische systemen, apparaten en onderdelen, zoals optische spiegels en optische bevestigingspunten. Optomechanica combineert optische technologie met elektronische technologie bij het ontwerp van deze systemen en apparaten. Zij verrichten onderzoek, voeren analyses uit, testen de apparaten en houden toezicht op het onderzoek.",http://data.europa.eu/esco/occupation/579254cf-6d69-4889-9000-9c79dc568644,werktuigbouwkundig ingenieur
Occupation,http://data.europa.eu/esco/occupation/b0f3f595-4965-4f13-ba5c-f6049b62469f,biometricus,released,biometrisch wetenschapper | biometrisch wetenschapster | specialist biometrie,"Biometrici verrichten onderzoek op het gebied van biometrie. Zij voeren statistische of biologische onderzoeksprojecten uit door het meten van vingerafdrukken, netvliezen en menselijke vormen voor medische of industriële toepassingen.",http://data.europa.eu/esco/occupation/ac8b3cd1-a127-4e6a-8208-5cfcf7111955,statisticus
Occupation,http://data.europa.eu/esco/occupation/b2cede50-82bb-4684-9f11-1930e12ad672,ingenieur energietechnieken,released,ingenieur windenergie | ingenieur energietechniek | ingenieur zonne-energie | ingenieur energievoorziening | ingenieur elektrische energietechniek | ingenieur energieopslag | ingenieur energietransitie | energietechnisch ingenieur,"Ingenieurs op het gebied van energietechnieken ontwerpen nieuwe, efficiënte en schone manieren om energie te produceren, te transformeren en te verspreiden om de ecologische duurzaamheid en de energie-efficiëntie te verbeteren. Zij winnen energie uit natuurlijke hulpbronnen, zoals olie of gas, of hernieuwbare en duurzame bronnen, zoals wind- of zonne-energie. ",http://data.europa.eu/esco/isco/C2149,"Ingenieurs, niet elders geclassificeerd"
Occupation,http://data.europa.eu/esco/occupation/b3ebf55f-5e50-4262-946a-f08d7fbe29b2,docent gezondheidszorg hoger onderwijs,released,docente gezondheidszorg hoger onderwijs | docente gezondheidswetenschappen hoger onderwijs | lector gezondheidszorg | lector gezondheidswetenschappen | docent gezondheidswetenschappen hoger onderwijs,"Docenten in de gezondheidszorg zijn docenten, docenten of docenten, en vaak artsen die studenten die een diploma hoger middelbaar onderwijs hebben behaald, instrueren in hun eigen gespecialiseerde gezondheidszorg, die overwegend academisch van aard is. Zij werken samen met hun universitaire onderzoeksassistenten en universitaire onderwijsassistenten voor het voorbereiden van lezingen en examens, voor het sorteren van papiersoorten en examens, voor het leiden van laboratoriumpraktijken en voor het leiden van toetsings- en feedbacksessies voor de studenten. Zij voeren ook academisch onderzoek uit op hun vakgebied van gespecialiseerde gezondheidszorg, publiceren hun bevindingen en onderhouden contacten met andere universiteitsmedewerkers.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,docent hoger onderwijs
Occupation,http://data.europa.eu/esco/occupation/b5d1912e-89c7-4a66-ab96-0dc5f4f6c426,immunoloog,released,medisch immunologe | medisch laboratoriumtechnologe immunologie | immunologe | medisch laboratoriumtechnoloog immunologie | wetenschappelijk onderzoeker immunologie | research analist immunologie | technicus in de immunologie | medisch immunoloog | wetenschappelijk onderzoekster immunologie,"Immunologen onderzoeken het immuunsysteem van levende organismen (bijv. menselijk lichaam) en de manier waarop het reageert op externe infecties of invasieve schadelijke stoffen (bijv. virussen, bacteriën, parasieten). Zij spitsen hun studie toe op de ziekten die de immunologie van levende organismen aantasten, teneinde deze voor behandeling in te delen.",http://data.europa.eu/esco/isco/C2131,"Biologen, botanici, zoölogen e.d."
Occupation,http://data.europa.eu/esco/occupation/b65133db-b3de-44d1-88fa-1d3deda08245,docent rechtsgeleerdheid hoger onderwijs,released,docente rechtsgeleerdheid hoger onderwijs | docent rechten hoger onderwijs | docente rechten hoger onderwijs | lector rechtsgeleerdheid | lector rechten,"Docenten, docenten en docenten die les geven aan studenten die een diploma hoger middelbaar onderwijs hebben behaald op hun gespecialiseerde studiegebied, wet, die overwegend academisch van aard is. Zij werken samen met hun universitaire onderzoeksassistenten en universitaire onderwijsassistenten voor het voorbereiden van lezingen en examens, voor het sorteren van papiersoorten en examens en voor het leiden van de controle en het geven van feedback over de studenten. Zij voeren ook academisch onderzoek uit op hun respectieve rechtsgebied, publiceren hun bevindingen en onderhouden contacten met andere universiteitsmedewerkers.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,docent hoger onderwijs
Occupation,http://data.europa.eu/esco/occupation/b73c752b-9858-4f53-82de-f3a340cbcae9,epidemioloog,released,epidemiologe,Epidemiologen concentreren hun onderzoek op de oorsprong en de oorzaken van een ziekte bij de mens. Zij stellen vast hoe ziekten zich verspreiden en doen voorstellen voor preventieve beleidsmaatregelen op het gebied van risico's voor de gezondheid.,http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,bioloog
Occupation,http://data.europa.eu/esco/occupation/b79cfd33-6e46-4b71-b180-c9a84422f047,seismoloog,released,seismologe | seismologisch onderzoeker | seismologisch onderzoekster,"Seismologen bestuderen de beweging van tektonische platen in de aarde die de verspreiding van seismische golven en aardbevingen veroorzaken. Zij bestuderen en observeren de verschillende bronnen van aardbevingen, zoals vulkanische activiteit, atmosferische verschijnselen of het gedrag van de oceanen. Zij verstrekken hun wetenschappelijke waarnemingen om gevaren in de bouw en de infrastructuur te voorkomen.",http://data.europa.eu/esco/occupation/c6196b21-20f9-4608-83fb-6f143afc740d,geoloog
Occupation,http://data.europa.eu/esco/occupation/bac64fa2-dcd6-47bb-8e5c-04e04a86a199,geograaf,released,aardrijkskundige,"Geografen zijn wetenschappers die sociale en fysische geografie bestuderen. Afhankelijk van hun specialisatie bestuderen zij de politieke, economische en culturele aspecten van de mensheid binnen de sociale geografie. Daarnaast bestuderen zij landformaties, bodems, natuurlijke grenzen en waterstromen in de fysische geografie.",http://data.europa.eu/esco/isco/C2632,"Sociologen, antropologen e.d."
Occupation,http://data.europa.eu/esco/occupation/bb609566-3ab6-44dd-8f48-cf0b15b96827,engineer industriële automatisering,released,ingenieur gestuurde processen in de industrie | ingenieur automatisering | ingenieur automatisatie,"Engineers in de industriële automatisering onderzoeken, ontwerpen en ontwikkelen toepassingen en systemen voor de automatisering van het productieproces. Zij passen technologie toe en verminderen, in voorkomende gevallen, menselijke input om het volledige potentieel van industriële robotica te benutten. Engineers in de industriële automatisering houden toezicht op het proces en zorgen voor een veilige en vlotte werking van alle systemen.",http://data.europa.eu/esco/occupation/d7380260-1386-4e36-98b5-8115ca4a3536,productie-ingenieur
Occupation,http://data.europa.eu/esco/occupation/bc659adc-f42c-4ef6-89fe-fd030033f446,kosmoloog,released,kosmologe | theoretisch astronoom | theoretisch astronome,"Kosmologen spitsen zich toe op de studie van het universum als geheel, dat bestaat uit de herkomst, de evolutie en het uiteindelijke lot. Zij gebruiken instrumenten en wetenschappelijke instrumenten om andere melkwegstelsels en astronomische voorwerpen zoals sterren, zwarte gaten, planeten en andere hemellichamen te observeren en te bestuderen.",http://data.europa.eu/esco/isco/C2111,Natuurkundigen en astronomen
Occupation,http://data.europa.eu/esco/occupation/be3c021d-bd93-45a0-ad32-e8fa8e0d17ef,docent moderne talen hoger onderwijs,released,docente moderne talen hoger onderwijs | lector moderne talen,"Moderne docenten zijn docenten, docenten of docenten die les geven aan studenten die een diploma hoger middelbaar onderwijs hebben behaald in hun eigen gespecialiseerde studiegebied, moderne talen, overwegend academisch onderwijs. Zij werken samen met hun universitaire onderzoeksassistenten en universitaire onderwijsassistenten bij het voorbereiden van colleges en examens, voor het sorteren van papiersoorten en examens en voor het leiden van de controle en het geven van feedback over de studenten. Zij voeren ook academisch onderzoek uit in hun vakgebied van moderne talen, publiceren hun bevindingen en onderhouden contacten met andere universiteitsmedewerkers.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,docent hoger onderwijs
Occupation,http://data.europa.eu/esco/occupation/bfc92738-128b-44f5-92d4-51b10df17961,filosoof,released,filosofe,"Filosofen bestuderen en argumenteren over algemene en structurele problemen met betrekking tot de maatschappij, mensen en individuen. Zij hebben een goed ontwikkeld redenerings- en argumentatievermogen en argumentatieve vaardigheden om deel te nemen aan discussies over het bestaan, waardesystemen, kennis of de realiteit. Zij keren terug naar de logica in de discussie, wat leidt tot diepgang en abstractie.",http://data.europa.eu/esco/isco/C2633,"Filosofen, historici en politicologen"
Occupation,http://data.europa.eu/esco/occupation/bff7e8a3-6206-4d38-b25f-fcb6e634c7af,docent archeologie hoger onderwijs,released,docente archeologie hoger onderwijs | lector archeologie,"Docenten, leraren of docenten die een diploma hoger secundair onderwijs hebben behaald in hun eigen gespecialiseerde studiegebied, archeologie, die overwegend academisch van aard is, zijn aan de orde gesteld in de archeologie van de archeologie. Zij werken samen met universitaire onderzoeksassistenten en universitair onderwijsassistenten voor het voorbereiden van lezingen en examens, voor het sorteren van papiersoorten en examens en voor het leiden van toetsings- en feedbacksessies voor de studenten. Zij voeren ook academisch onderzoek uit op hun respectieve terrein van archeologie, publiceren hun bevindingen en onderhouden contacten met andere universiteitsmedewerkers.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,docent hoger onderwijs
Occupation,http://data.europa.eu/esco/occupation/c25b3700-6095-42b7-99fc-b87dc326c044,landbouwwetenschapper,released,landbouwkundig onderzoeker | wetenschappelijk onderzoekster agrarische economie | landbouwwetenschapster | landbouwkundig wetenschapper | wetenschappelijk onderzoeker tuinbouw | wetenschappelijk onderzoeker agrarische economie | landbouwkundig onderzoekster | wetenschappelijk onderzoekster tuinbouw | wetenschappelijk onderzoekster landbouw | wetenschappelijk onderzoeker landbouw | landbouwkundige | plantenteeltkundige,"Landbouwwetenschappers onderzoeken en bestuderen de bodem, dieren en planten met het oog op de verbetering van landbouwprocessen, de kwaliteit van landbouwproducten of de gevolgen van landbouwprocessen voor het milieu. Zij plannen en implementeren projecten zoals ontwikkelingsprojecten namens cliënten of instellingen.",http://data.europa.eu/esco/isco/C2132,"Adviseurs op het gebied van landbouw, bosbouw en visserij"
Occupation,http://data.europa.eu/esco/occupation/c262bb96-03bb-4c97-a45b-0cf36db5b048,assistent-lector,released,praktijkassistent | praktijkassistente | universitair assistente | universiteitsassistent | universiteitsassistente | universitair assistent,"De academische werklast van docenten van universiteiten of hogescholen, met name het geven van lezingen aan studenten. Zij bereiden en doceren leerlingen en ontmoeten elkaar met betrekking tot de evaluatie. Zij combineren ook hun colleges en andere academische taken met hun eigen onderzoek op het gebied van hun studiegebied. Lectoren docenten nemen een autonoom en voltijds ambt in, ondanks het feit dat de functie van ondergeschikt belang in de functie van de functie kan voorstellen.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,docent hoger onderwijs
Occupation,http://data.europa.eu/esco/occupation/c3b82711-273d-4fa8-8de7-0ac3d99c16fc,docent informatica hoger onderwijs,released,lector computerwetenschappen | lector computerwetenschap | docent computerwetenschap hoger onderwijs | docente computerwetenschap hoger onderwijs | docente computerwetenschappen hoger onderwijs | docente informatica hoger onderwijs | lector informatica | docent computerwetenschappen hoger onderwijs,"Docenten, docenten of docenten die een diploma hoger middelbaar onderwijs hebben behaald op hun eigen gespecialiseerde studiegebied, computerwetenschap, hebben een overwegend academisch diploma. Zij werken samen met hun universitaire onderzoeksassistenten en universitaire onderwijsassistenten voor het voorbereiden van colleges en examens, sorteren en examens, en leiden tot toetsings- en feedbacksessies voor de studenten. Zij voeren ook wetenschappelijk onderzoek uit op het gebied van computerwetenschap, publiceren hun bevindingen en onderhouden contacten met andere universiteitsmedewerkers.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,docent hoger onderwijs
Occupation,http://data.europa.eu/esco/occupation/c549f0de-c415-428e-865c-973bcd224b39,docent taalkunde hoger onderwijs,released,lector linguïstiek | lector taalwetenschappen | lector taalwetenschap | docent taalwetenschappen hoger onderwijs | docente taalwetenschap hoger onderwijs | lector taalkunde | docente taalwetenschappen hoger onderwijs | docent linguïstiek hoger onderwijs | docent taalwetenschap hoger onderwijs | docente taalkunde hoger onderwijs | docente linguïstiek hoger onderwijs,"Taaldocenten zijn docenten, docenten of docenten die les geven aan studenten die een diploma hoger secundair onderwijs hebben behaald op hun eigen gespecialiseerde studie, linguistiek, die overwegend academisch van aard is. Zij werken samen met hun universitaire onderzoeksassistenten en universitaire onderwijsassistenten voor het voorbereiden van lezingen en examens, voor het sorteren van papiersoorten en examens en voor het leiden van de controle en het geven van feedback over de studenten. Zij voeren ook wetenschappelijk onderzoek uit op het gebied van hun taalkunde, publiceren hun bevindingen en onderhouden contacten met andere universiteitsmedewerkers.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,docent hoger onderwijs
Occupation,http://data.europa.eu/esco/occupation/c593ded7-2e97-44a5-a5f3-f6115ff98233,docent politicologie hoger onderwijs,released,docente politicologie hoger onderwijs | docent politieke wetenschappen hoger onderwijs | lector politieke wetenschappen | lector politicologie | docente politieke wetenschappen hoger onderwijs,"Docenten, docenten en docenten die een diploma hoger middelbaar onderwijs hebben behaald in hun eigen gespecialiseerde studiegebied, politiek, die overwegend academisch van aard is, zijn docenten en docenten die docenten en docenten die een diploma hoger middelbaar onderwijs hebben behaald. Zij werken samen met hun universitaire onderzoeksassistenten en universitaire onderwijsassistenten voor het voorbereiden van lezingen en examens, voor het sorteren van papiersoorten en examens en voor het leiden van de controle en het geven van feedback over de studenten. Zij voeren ook academisch onderzoek uit op hun respectieve vakgebied van politieke studies, publiceren hun bevindingen en onderhouden contacten met andere universiteitsmedewerkers.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,docent hoger onderwijs
Occupation,http://data.europa.eu/esco/occupation/c6196b21-20f9-4608-83fb-6f143afc740d,geoloog,released,geohydroloog | hydrogeologe | geohydrologe | hydrogeoloog | exploratiegeologe | exploratiegeoloog | petroleum engineer | mijngeoloog | mijngeologe | geofysicus | seismologe | seismoloog | petroleumgeoloog | petroleumgeologe | ingenieur-geologe | geologe | site geologist | ingenieur-geoloog | aardkundige | zeegeologe | petrogeoloog | zeegeoloog | geoloog-prospector | aardoliegeologe | sedimentpetrologe | oliegeologe | veldgeologe | stratigrafe | wetenschappelijk onderzoeker aardwetenschappen | sedimentpetroloog | stratigraaf | aardoliegeoloog | agrogeologe | geologe grondboringen | vulkanoloog | consultant aardwetenschappen | maangeoloog | steenkoolgeoloog | geoloog-vulcanologe | gasgeoloog | structuurgeologe | grondwatergeologe | ijstijdgeoloog | glaciologe | hydrologe | agrogeoloog | geologisch onderzoekster | marinegeologe | ingenieur bodem | glacioloog | ingenieur-hydrogeologe | veldgeoloog | oliegeoloog | consultant geowetenschappen | structuurgeoloog | diepzeegeologe | geoloog-vulcanoloog | geoloog grondboringen | sedimentologe | diepzeegeoloog | grondwatergeoloog | geothermisch wetenschapper | marinegeoloog | petrogeologe | hydroloog | ijstijdgeologe | ingenieur-hydrogeoloog | vulkanologe | geothermisch wetenschapster | steenkoolgeologe | well site geologist | werfgeologe | maangeologe | werfgeoloog | gasgeologe | consultant bodem | geologisch onderzoeker | sedimentoloog,"Geologen onderzoeken de materialen die de aarde vormen. Hun observaties hangen af van het doel van het onderzoek. Afhankelijk van hun specialisatie bestuderen geologen hoe de aarde in de loop van de tijd gevormd is, de geologische lagen, de kwaliteit van mineralen voor mijnbouw, aardbevingen en vulkanische activiteit voor particuliere diensten, en soortgelijke verschijnselen.",http://data.europa.eu/esco/isco/C2114,Geologen en geofysici
Occupation,http://data.europa.eu/esco/occupation/c8fa93eb-7c2c-42c3-b135-c2e825a6615e,testingenieur,released,ingenieur voor batterijvalidatie | verantwoordelijke voor het testen en afstellen van methodes in de industrie/nmf | testingenieur methodes in de industrie | testengineer | system integration and testing engineer | testengineer ict,Testingenieurs plannen en voeren gedetailleerde kwaliteitscontroles uit tijdens verschillende fasen van het ontwerpproces om ervoor te zorgen dat de systemen op de juiste wijze worden geïnstalleerd en correct functioneren. Zij analyseren de gegevens die tijdens de tests zijn verzameld en stellen verslagen op. Zij zijn ook verantwoordelijk voor de veiligheid van de testactiviteiten.,http://data.europa.eu/esco/isco/C2149,"Ingenieurs, niet elders geclassificeerd"
Occupation,http://data.europa.eu/esco/occupation/c90a6ebe-adcc-4395-9f5b-ff3e96e93cef,docent godsdienstwetenschappen hoger onderwijs,released,lector religiewetenschappen | docent theologie hoger onderwijs | lector godsdienstwetenschappen | docent religiewetenschappen hoger onderwijs | docente godsdienstwetenschappen hoger onderwijs | docente theologie hoger onderwijs | docente religiewetenschappen hoger onderwijs | lector theologie,"Hoogleraren, docenten of docenten die les geven aan studenten die een diploma hoger middelbaar onderwijs hebben behaald op hun eigen gespecialiseerde studiegebied, theologie, die overwegend academisch van aard is. Zij werken samen met hun universitaire onderzoeksassistenten en universitaire onderwijsassistenten voor het voorbereiden van lezingen en examens, voor het sorteren van papiersoorten en examens en voor het leiden van de controle en het geven van feedback over de studenten. Zij voeren ook wetenschappelijk onderzoek uit op hun respectieve vakgebied, publiceren hun bevindingen en onderhouden contacten met andere universiteitsmedewerkers.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,docent hoger onderwijs
Occupation,http://data.europa.eu/esco/occupation/d7d986e1-7333-431b-9719-0c5c6939e360,ingenieur civiele bouwkunde,released,wegenbouwkundig ontwerper | specialist bouwfysica | bouwkundige | bouwfysisch adviseur | bouwfysicus | adviseur civiele techniek | bouwkundig ingenieur | ontwerper weg- en waterbouw | ingenieur structuurberekening | ingenieur bouwkunde | adviseur beton- en staalconstructies weg- en waterbouw | burgerlijk ingenieur bouwkunde | structuuringenieur bouw | ontwerper civiele techniek | waterbouwkundig ontwerper | projectleider infrastructuurwerken | bouwkundig ingenieur technische controle bouwwerken,"Ingenieurs op het gebied van civiele bouwkunde ontwerpen, plannen en ontwikkelen technische en constructiespecificaties voor infrastructuur- en bouwprojecten. Zij passen technische kennis toe in een breed scala aan projecten, variërend van de aanleg van infrastructuur voor vervoer, huisvestingsprojecten en luxe gebouwen tot de aanleg van natuurgebieden. Zij ontwikkelen plannen om de materialen te optimaliseren en de specificaties en de toewijzing van middelen binnen de termijnen te integreren.",http://data.europa.eu/esco/isco/C2142,Weg- en waterbouwkundig ingenieurs
Occupation,http://data.europa.eu/esco/occupation/dab9c6dd-8efb-4fe2-8b10-477ef2bcfd8b,docent wiskunde hoger onderwijs,released,docente wiskunde hoger onderwijs | lector wiskunde,"De docenten die een diploma hoger middelbaar onderwijs hebben behaald op hun gespecialiseerde studiegebied, wiskunde, die overwegend academisch van aard is, geven aan dat zij een diploma hoger middelbaar onderwijs hebben behaald. Zij werken samen met hun universitaire onderzoeksassistenten en universitaire onderwijsassistenten voor het voorbereiden van lezingen en examens, voor het sorteren van papiersoorten en examens en voor het leiden van de controle en het geven van feedback over de studenten. Zij voeren ook academisch onderzoek uit op hun vakgebied van wiskunde, publiceren hun bevindingen en onderhouden contacten met andere universiteitsmedewerkers.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,docent hoger onderwijs
Occupation,http://data.europa.eu/esco/occupation/e14548c8-c2b9-4ef8-8670-d5967d7ad804,stedenbouwkundige,released,stedenbouwkundig planologe | stedenbouwkundig planoloog | stedenbouwkundig ontwerper | stedenbouwkundig ontwerpster | slimme stadsplanner,"Stedenbouwkundigen creëren ontwikkelingsplannen voor steden, stedelijke gebieden en regio’s. Zij onderzoeken de behoeften van de gemeenschap of de regio (economisch, sociaal, vervoer) en evalueren andere parameters, zoals duurzaamheid, om solide programma’s te kunnen presenteren die gericht zijn op de verbetering van het gebied.",http://data.europa.eu/esco/isco/C2164,Stedenbouwkundigen en verkeersplanologen
